"","host_gene_id","host_gene_name","mirna_id","mirna_name","host_gene_stable_id","id"
"983","ENSMUSG00000022265.7","Ank","ENSMUSG00000098416.1","Mir7117","ENSMUSG00000022265","Ank (Mir7117)"
"984","ENSMUSG00000022280.9","Rnf19a","ENSMUSG00000098457.1","Mir8097","ENSMUSG00000022280","Rnf19a (Mir8097)"
"985","ENSMUSG00000051359.15","Ncald","ENSMUSG00000080408.1","Gm23654","ENSMUSG00000051359","Ncald (Gm23654)"
"986","ENSMUSG00000037458.15","Azin1","ENSMUSG00000099110.1","Mir6951","ENSMUSG00000037458","Azin1 (Mir6951)"
"987","ENSMUSG00000038679.16","Trps1","ENSMUSG00000084458.1","Mir1907","ENSMUSG00000038679","Trps1 (Mir1907)"
"988","ENSMUSG00000058656.13","Samd12","ENSMUSG00000104794.1","Mir28c","ENSMUSG00000058656","Samd12 (Mir28c)"
"989","ENSMUSG00000093387.1","Gm20732","ENSMUSG00000065437.1","Mir30d","ENSMUSG00000093387","Gm20732 (Mir30d)"
"990","ENSMUSG00000022607.17","Ptk2","ENSMUSG00000065612.1","Mir151","ENSMUSG00000022607","Ptk2 (Mir151)"
"991","ENSMUSG00000034730.17","Adgrb1","ENSMUSG00000093340.1","Gm26117","ENSMUSG00000034730","Adgrb1 (Gm26117)"
"992","ENSMUSG00000022568.17","Scrib","ENSMUSG00000098451.1","Mir6952","ENSMUSG00000022568","Scrib (Mir6952)"
"993","ENSMUSG00000022565.15","Plec","ENSMUSG00000087899.1","Mir1942","ENSMUSG00000022565","Plec (Mir1942)"
"994","ENSMUSG00000022564.7","Grina","ENSMUSG00000098625.1","Mir6953","ENSMUSG00000022564","Grina (Mir6953)"
"995","ENSMUSG00000022558.16","Mroh1","ENSMUSG00000099260.1","Mir6954","ENSMUSG00000022558","Mroh1 (Mir6954)"
"996","ENSMUSG00000071714.7","Csf2rb2","ENSMUSG00000098996.1","Mir7676-1","ENSMUSG00000071714","Csf2rb2 (Mir7676-1)"
"997","ENSMUSG00000071713.6","Csf2rb","ENSMUSG00000099059.1","Mir7676-2","ENSMUSG00000071713","Csf2rb (Mir7676-2)"
"998","ENSMUSG00000033128.9","Gga1","ENSMUSG00000099267.1","Mir6955","ENSMUSG00000033128","Gga1 (Mir6955)"
"999","ENSMUSG00000033088.19","Triobp","ENSMUSG00000099180.1","Mir6956","ENSMUSG00000033088","Triobp (Mir6956)"
"1000","ENSMUSG00000009035.15","Tmem184b","ENSMUSG00000088901.1","Mir1943","ENSMUSG00000009035","Tmem184b (Mir1943)"
"1001","ENSMUSG00000022429.11","Dmc1","ENSMUSG00000093223.3","Gm27903","ENSMUSG00000022429","Dmc1 (Gm27903)"
"1002","ENSMUSG00000000489.7","Pdgfb","ENSMUSG00000099222.1","Mir7213","ENSMUSG00000000489","Pdgfb (Mir7213)"
"1003","ENSMUSG00000060036.14","Rpl3","ENSMUSG00000105167.1","Snord43","ENSMUSG00000060036","Rpl3 (Snord43)"
"1004","ENSMUSG00000042351.9","Grap2","ENSMUSG00000098631.1","Mir6957","ENSMUSG00000042351","Grap2 (Mir6957)"
"1005","ENSMUSG00000047888.10","Tnrc6b","ENSMUSG00000092868.1","Mir5113","ENSMUSG00000047888","Tnrc6b (Mir5113)"
"1006","ENSMUSG00000055024.12","Ep300","ENSMUSG00000080527.1","Gm23880","ENSMUSG00000055024","Ep300 (Gm23880)"
"1007","ENSMUSG00000022463.8","Srebf2","ENSMUSG00000065465.1","Mir33","ENSMUSG00000022463","Srebf2 (Mir33)"
"1008","ENSMUSG00000068085.6","Cyp2d11","ENSMUSG00000098677.1","Mir7684","ENSMUSG00000068085","Cyp2d11 (Mir7684)"
"1009","ENSMUSG00000094806.2","Cyp2d10","ENSMUSG00000098722.1","Gm27331","ENSMUSG00000094806","Cyp2d10 (Gm27331)"
"1010","ENSMUSG00000068086.6","Cyp2d9","ENSMUSG00000099086.1","Gm27622","ENSMUSG00000068086","Cyp2d9 (Gm27622)"
"1011","ENSMUSG00000096852.2","Cyp2d12","ENSMUSG00000099022.1","Gm27924","ENSMUSG00000096852","Cyp2d12 (Gm27924)"
"1012","ENSMUSG00000041852.15","Tcf20","ENSMUSG00000092751.1","Mir3080","ENSMUSG00000041852","Tcf20 (Mir3080)"
"1013","ENSMUSG00000041653.5","Pnpla3","ENSMUSG00000098882.1","Mir6392","ENSMUSG00000041653","Pnpla3 (Mir6392)"
"1014","ENSMUSG00000036046.14","5031439G07Rik","ENSMUSG00000080441.1","Mir1249","ENSMUSG00000036046","5031439G07Rik (Mir1249)"
"1015","ENSMUSG00000116305.1","Lncppara","ENSMUSG00000065608.1","Mirlet7c-2","ENSMUSG00000116305","Lncppara (Mirlet7c-2)"
"1016","ENSMUSG00000116305.1","Lncppara","ENSMUSG00000065564.1","Mirlet7b","ENSMUSG00000116305","Lncppara (Mirlet7b)"
"1017","ENSMUSG00000036606.17","Plxnb2","ENSMUSG00000106328.1","Mir7118","ENSMUSG00000036606","Plxnb2 (Mir7118)"
"1018","ENSMUSG00000015377.10","Dennd6b","ENSMUSG00000098663.1","Mir6958","ENSMUSG00000015377","Dennd6b (Mir6958)"
"1019","ENSMUSG00000036529.17","Sbf1","ENSMUSG00000098442.1","Mir6959","ENSMUSG00000036529","Sbf1 (Mir6959)"
"1020","ENSMUSG00000075470.2","Alg10b","ENSMUSG00000099319.1","Mir7648","ENSMUSG00000075470","Alg10b (Mir7648)"
"1021","ENSMUSG00000033237.19","Arid2","ENSMUSG00000093529.1","Gm25397","ENSMUSG00000033237","Arid2 (Gm25397)"
"1022","ENSMUSG00000022992.17","Kansl2","ENSMUSG00000106463.1","Mir1291","ENSMUSG00000022992","Kansl2 (Mir1291)"
"1023","ENSMUSG00000032783.9","Troap","ENSMUSG00000098698.1","Mir6960","ENSMUSG00000032783","Troap (Mir6960)"
"1024","ENSMUSG00000098112.7","Bin2","ENSMUSG00000098527.1","Mir6961","ENSMUSG00000098112","Bin2 (Mir6961)"
"1025","ENSMUSG00000000532.11","Acvr1b","ENSMUSG00000106563.1","Mir6962","ENSMUSG00000000532","Acvr1b (Mir6962)"
"1026","ENSMUSG00000116114.1","Gm35853","ENSMUSG00000088459.1","Mir1941","ENSMUSG00000116114","Gm35853 (Mir1941)"
"1027","ENSMUSG00000062683.11","Atp5g2","ENSMUSG00000076009.1","Mir688","ENSMUSG00000062683","Atp5g2 (Mir688)"
"1028","ENSMUSG00000022485.3","Hoxc5","ENSMUSG00000065488.2","Mir196a-2","ENSMUSG00000022485","Hoxc5 (Mir196a-2)"
"1029","ENSMUSG00000022485.3","Hoxc5","ENSMUSG00000076010.1","Mir615","ENSMUSG00000022485","Hoxc5 (Mir615)"
"1030","ENSMUSG00000060992.9","Copz1","ENSMUSG00000065560.1","Mir148b","ENSMUSG00000060992","Copz1 (Mir148b)"
"1031","ENSMUSG00000000555.8","Itga5","ENSMUSG00000098419.1","Mir6963","ENSMUSG00000000555","Itga5 (Mir6963)"
"1032","ENSMUSG00000014232.14","Cluap1","ENSMUSG00000080485.2","Gm23493","ENSMUSG00000014232","Cluap1 (Gm23493)"
"1033","ENSMUSG00000005981.11","Trap1","ENSMUSG00000093262.1","Gm23413","ENSMUSG00000005981","Trap1 (Gm23413)"
"1034","ENSMUSG00000051669.6","AU021092","ENSMUSG00000098675.1","Mir6364","ENSMUSG00000051669","AU021092 (Mir6364)"
"1035","ENSMUSG00000022681.15","Ntan1","ENSMUSG00000099314.1","Gm27734","ENSMUSG00000022681","Ntan1 (Gm27734)"
"1036","ENSMUSG00000060657.8","Marf1","ENSMUSG00000098652.1","Gm27671","ENSMUSG00000060657","Marf1 (Gm27671)"
"1037","ENSMUSG00000049916.12","2610318N02Rik","ENSMUSG00000065572.1","Mir130b","ENSMUSG00000049916","2610318N02Rik (Mir130b)"
"1038","ENSMUSG00000049916.12","2610318N02Rik","ENSMUSG00000076288.1","Mir301b","ENSMUSG00000049916","2610318N02Rik (Mir301b)"
"1039","ENSMUSG00000022718.12","Dgcr8","ENSMUSG00000080452.3","Mir1306","ENSMUSG00000022718","Dgcr8 (Mir1306)"
"1040","ENSMUSG00000022718.12","Dgcr8","ENSMUSG00000093246.1","Gm24572","ENSMUSG00000022718","Dgcr8 (Gm24572)"
"1041","ENSMUSG00000013539.14","Tango2","ENSMUSG00000065464.2","Mir185","ENSMUSG00000013539","Tango2 (Mir185)"
"1042","ENSMUSG00000075330.4","A930003A15Rik","ENSMUSG00000099233.1","Gm27883","ENSMUSG00000075330","A930003A15Rik (Gm27883)"
"1043","ENSMUSG00000046613.19","Vwa5b2","ENSMUSG00000080669.1","Mir1224","ENSMUSG00000046613","Vwa5b2 (Mir1224)"
"1044","ENSMUSG00000096918.2","Gm16863","ENSMUSG00000098400.1","Mir7680","ENSMUSG00000096918","Gm16863 (Mir7680)"
"1045","ENSMUSG00000022861.17","Dgkg","ENSMUSG00000099071.1","Mir8095","ENSMUSG00000022861","Dgkg (Mir8095)"
"1046","ENSMUSG00000022884.15","Eif4a2","ENSMUSG00000104599.1","Gm49346","ENSMUSG00000022884","Eif4a2 (Gm49346)"
"1047","ENSMUSG00000033306.15","Lpp","ENSMUSG00000065494.1","Mir28a","ENSMUSG00000033306","Lpp (Mir28a)"
"1048","ENSMUSG00000022523.10","Fgf12","ENSMUSG00000076064.1","Mir690","ENSMUSG00000022523","Fgf12 (Mir690)"
"1049","ENSMUSG00000022802.2","Lmln","ENSMUSG00000077844.1","Gm22231","ENSMUSG00000022802","Lmln (Gm22231)"
"1050","ENSMUSG00000022802.2","Lmln","ENSMUSG00000088860.1","Mir1947","ENSMUSG00000022802","Lmln (Mir1947)"
"1051","ENSMUSG00000022844.8","Pdia5","ENSMUSG00000095160.1","Gm25548","ENSMUSG00000022844","Pdia5 (Gm25548)"
"1052","ENSMUSG00000116573.1","Gm36903","ENSMUSG00000095894.1","Gm24795","ENSMUSG00000116573","Gm36903 (Gm24795)"
"1053","ENSMUSG00000061080.11","Lsamp","ENSMUSG00000104844.1","Gm47276","ENSMUSG00000061080","Lsamp (Gm47276)"
"1054","ENSMUSG00000092636.1","Gm26381","ENSMUSG00000104844.1","Gm47276","ENSMUSG00000092636","Gm26381 (Gm47276)"
"1055","ENSMUSG00000047261.9","Gap43","ENSMUSG00000098300.1","Mir6540","ENSMUSG00000047261","Gap43 (Mir6540)"
"1056","ENSMUSG00000022708.16","Zbtb20","ENSMUSG00000076372.2","Mir568","ENSMUSG00000022708","Zbtb20 (Mir568)"
"1057","ENSMUSG00000022705.5","Drd3","ENSMUSG00000093134.1","Gm25996","ENSMUSG00000022705","Drd3 (Gm25996)"
"1058","ENSMUSG00000022687.12","Boc","ENSMUSG00000093046.1","Mir3081","ENSMUSG00000022687","Boc (Mir3081)"
"1059","ENSMUSG00000052917.15","Senp7","ENSMUSG00000076360.1","Gm24047","ENSMUSG00000052917","Senp7 (Gm24047)"
"1060","ENSMUSG00000055540.15","Epha6","ENSMUSG00000096535.1","Gm24755","ENSMUSG00000055540","Epha6 (Gm24755)"
"1061","ENSMUSG00000116811.1","Gm16385","ENSMUSG00000093149.1","Gm23374","ENSMUSG00000116811","Gm16385 (Gm23374)"
"1062","ENSMUSG00000052516.19","Robo2","ENSMUSG00000104758.1","Mir691","ENSMUSG00000052516","Robo2 (Mir691)"
"1063","ENSMUSG00000090386.10","Mir99ahg","ENSMUSG00000065530.1","Mir99a","ENSMUSG00000090386","Mir99ahg (Mir99a)"
"1064","ENSMUSG00000090386.10","Mir99ahg","ENSMUSG00000065557.3","Mirlet7c-1","ENSMUSG00000090386","Mir99ahg (Mirlet7c-1)"
"1065","ENSMUSG00000090386.10","Mir99ahg","ENSMUSG00000065472.1","Mir125b-2","ENSMUSG00000090386","Mir99ahg (Mir125b-2)"
"1066","ENSMUSG00000097418.7","Mir155hg","ENSMUSG00000065397.1","Mir155","ENSMUSG00000097418","Mir155hg (Mir155)"
"1067","ENSMUSG00000040820.16","Hlcs","ENSMUSG00000076304.1","Gm23062","ENSMUSG00000040820","Hlcs (Gm23062)"
"1068","ENSMUSG00000022914.17","Brwd1","ENSMUSG00000098733.1","Gm27833","ENSMUSG00000022914","Brwd1 (Gm27833)"
"1069","ENSMUSG00000045975.8","C2cd2","ENSMUSG00000105138.1","Mir6964","ENSMUSG00000045975","C2cd2 (Mir6964)"
"1070","ENSMUSG00000068037.11","Mas1","ENSMUSG00000092913.1","Gm24085","ENSMUSG00000068037","Mas1 (Gm24085)"
"1071","ENSMUSG00000080316.11","Spaca6","ENSMUSG00000065396.1","Mir99b","ENSMUSG00000080316","Spaca6 (Mir99b)"
"1072","ENSMUSG00000080316.11","Spaca6","ENSMUSG00000105758.1","Mirlet7e","ENSMUSG00000080316","Spaca6 (Mirlet7e)"
"1073","ENSMUSG00000080316.11","Spaca6","ENSMUSG00000065479.2","Mir125a","ENSMUSG00000080316","Spaca6 (Mir125a)"
"1074","ENSMUSG00000039218.17","Srrm2","ENSMUSG00000092981.1","Mir5125","ENSMUSG00000039218","Srrm2 (Mir5125)"
"1075","ENSMUSG00000072082.7","Ccnf","ENSMUSG00000093270.1","Mir5134","ENSMUSG00000072082","Ccnf (Mir5134)"
"1076","ENSMUSG00000072082.7","Ccnf","ENSMUSG00000099123.1","Mir6965","ENSMUSG00000072082","Ccnf (Mir6965)"
"1077","ENSMUSG00000032855.6","Pkd1","ENSMUSG00000080342.1","Gm24589","ENSMUSG00000032855","Pkd1 (Gm24589)"
"1078","ENSMUSG00000047507.12","Baiap3","ENSMUSG00000093202.2","Mir3547","ENSMUSG00000047507","Baiap3 (Mir3547)"
"1079","ENSMUSG00000002280.11","Narfl","ENSMUSG00000098329.1","Mir6966","ENSMUSG00000002280","Narfl (Mir6966)"
"1080","ENSMUSG00000039615.9","Stub1","ENSMUSG00000093076.1","Mir3082","ENSMUSG00000039615","Stub1 (Mir3082)"
"1081","ENSMUSG00000024301.10","Kifc5b","ENSMUSG00000098586.1","Gm27775","ENSMUSG00000024301","Kifc5b (Gm27775)"
"1082","ENSMUSG00000024193.8","Phf1","ENSMUSG00000098510.1","Mir6968","ENSMUSG00000024193","Phf1 (Mir6968)"
"1083","ENSMUSG00000042644.9","Itpr3","ENSMUSG00000098826.1","Mir7677","ENSMUSG00000042644","Itpr3 (Mir7677)"
"1084","ENSMUSG00000116751.1","Gm49793","ENSMUSG00000105142.1","Mir7214","ENSMUSG00000116751","Gm49793 (Mir7214)"
"1085","ENSMUSG00000073430.5","Gm10505","ENSMUSG00000099237.1","Mir7216","ENSMUSG00000073430","Gm10505 (Mir7216)"
"1086","ENSMUSG00000116879.1","Gm49794","ENSMUSG00000106578.1","Mir7217","ENSMUSG00000116879","Gm49794 (Mir7217)"
"1087","ENSMUSG00000116879.1","Gm49794","ENSMUSG00000106215.1","Mir7218","ENSMUSG00000116879","Gm49794 (Mir7218)"
"1088","ENSMUSG00000024225.5","Clps","ENSMUSG00000099152.1","Mir6969","ENSMUSG00000024225","Clps (Mir6969)"
"1089","ENSMUSG00000042203.8","Tbc1d22b","ENSMUSG00000098764.1","Mir7667","ENSMUSG00000042203","Tbc1d22b (Mir7667)"
"1090","ENSMUSG00000099329.2","Gm28052","ENSMUSG00000098764.1","Mir7667","ENSMUSG00000099329","Gm28052 (Mir7667)"
"1091","ENSMUSG00000054134.14","Umodl1","ENSMUSG00000092731.1","Gm24026","ENSMUSG00000054134","Umodl1 (Gm24026)"
"1092","ENSMUSG00000118071.1","AC166172.4","ENSMUSG00000093323.1","Gm24970","ENSMUSG00000118071","AC166172.4 (Gm24970)"
"1093","ENSMUSG00000079553.11","Kifc1","ENSMUSG00000098621.1","Gm27740","ENSMUSG00000079553","Kifc1 (Gm27740)"
"1094","ENSMUSG00000092543.1","Skiv2l-ps1","ENSMUSG00000098809.1","Gm27471","ENSMUSG00000092543","Skiv2l-ps1 (Gm27471)"
"1095","ENSMUSG00000040356.16","Skiv2l","ENSMUSG00000098458.1","Mir6971","ENSMUSG00000040356","Skiv2l (Mir6971)"
"1096","ENSMUSG00000040356.16","Skiv2l","ENSMUSG00000098460.1","Mir6970","ENSMUSG00000040356","Skiv2l (Mir6970)"
"1097","ENSMUSG00000090231.10","Cfb","ENSMUSG00000098445.1","Mir6972","ENSMUSG00000090231","Cfb (Mir6972)"
"1098","ENSMUSG00000092511.7","Gm20547","ENSMUSG00000098445.1","Mir6972","ENSMUSG00000092511","Gm20547 (Mir6972)"
"1099","ENSMUSG00000024399.5","Ltb","ENSMUSG00000098291.1","Mir6973a","ENSMUSG00000024399","Ltb (Mir6973a)"
"1100","ENSMUSG00000024402.5","Lta","ENSMUSG00000099006.1","Mir6974","ENSMUSG00000024402","Lta (Mir6974)"
"1101","ENSMUSG00000019432.15","Ddx39b","ENSMUSG00000098499.1","Mir6975","ENSMUSG00000019432","Ddx39b (Mir6975)"
"1102","ENSMUSG00000019432.15","Ddx39b","ENSMUSG00000098269.1","Mir8094","ENSMUSG00000019432","Ddx39b (Mir8094)"
"1103","ENSMUSG00000039220.16","Ppp1r10","ENSMUSG00000084751.1","Mir1894","ENSMUSG00000039220","Ppp1r10 (Mir1894)"
"1104","ENSMUSG00000038762.15","Abcf1","ENSMUSG00000077931.1","Mir877","ENSMUSG00000038762","Abcf1 (Mir877)"
"1105","ENSMUSG00000067150.6","Xpo5","ENSMUSG00000076141.1","Mir693","ENSMUSG00000067150","Xpo5 (Mir693)"
"1106","ENSMUSG00000015605.6","Srf","ENSMUSG00000106514.1","Mir6976","ENSMUSG00000015605","Srf (Mir6976)"
"1107","ENSMUSG00000013236.17","Ptprs","ENSMUSG00000098339.1","Mir6977","ENSMUSG00000013236","Ptprs (Mir6977)"
"1108","ENSMUSG00000024164.15","C3","ENSMUSG00000099066.1","Mir6978","ENSMUSG00000024164","C3 (Mir6978)"
"1109","ENSMUSG00000024083.16","Pja2","ENSMUSG00000080455.1","Gm24194","ENSMUSG00000024083","Pja2 (Gm24194)"
"1110","ENSMUSG00000033278.10","Ptprm","ENSMUSG00000093508.1","Mir5709","ENSMUSG00000033278","Ptprm (Mir5709)"
"1111","ENSMUSG00000024074.8","Crim1","ENSMUSG00000092979.1","Gm25069","ENSMUSG00000024074","Crim1 (Gm25069)"
"1112","ENSMUSG00000024238.15","Zeb1","ENSMUSG00000080543.1","Gm22709","ENSMUSG00000024238","Zeb1 (Gm22709)"
"1113","ENSMUSG00000024240.13","Epc1","ENSMUSG00000084514.1","Mir1893","ENSMUSG00000024240","Epc1 (Mir1893)"
"1114","ENSMUSG00000024294.14","Mib1","ENSMUSG00000080662.1","Mir1b","ENSMUSG00000024294","Mib1 (Mir1b)"
"1115","ENSMUSG00000095438.1","Mir133a-1hg","ENSMUSG00000065399.2","Mir133a-1","ENSMUSG00000095438","Mir133a-1hg (Mir133a-1)"
"1116","ENSMUSG00000095438.1","Mir133a-1hg","ENSMUSG00000106348.1","Mir1a-2","ENSMUSG00000095438","Mir133a-1hg (Mir1a-2)"
"1117","ENSMUSG00000097440.2","Gm6277","ENSMUSG00000084565.1","Mir1901","ENSMUSG00000097440","Gm6277 (Mir1901)"
"1118","ENSMUSG00000024424.15","Ttc39c","ENSMUSG00000087950.1","Mir1948","ENSMUSG00000024424","Ttc39c (Mir1948)"
"1119","ENSMUSG00000117869.1","AC121821.1","ENSMUSG00000105743.1","Mir1949","ENSMUSG00000117869","AC121821.1 (Mir1949)"
"1120","ENSMUSG00000117869.1","AC121821.1","ENSMUSG00000104863.1","Gm49347","ENSMUSG00000117869","AC121821.1 (Gm49347)"
"1121","ENSMUSG00000117694.1","Gm28285","ENSMUSG00000105743.1","Mir1949","ENSMUSG00000117694","Gm28285 (Mir1949)"
"1122","ENSMUSG00000117694.1","Gm28285","ENSMUSG00000104863.1","Gm49347","ENSMUSG00000117694","Gm28285 (Gm49347)"
"1123","ENSMUSG00000024456.16","Diaph1","ENSMUSG00000098706.1","Mir6979","ENSMUSG00000024456","Diaph1 (Mir6979)"
"1124","ENSMUSG00000024451.9","Arap3","ENSMUSG00000098608.1","Mir6981","ENSMUSG00000024451","Arap3 (Mir6981)"
"1125","ENSMUSG00000024451.9","Arap3","ENSMUSG00000098297.1","Mir6980","ENSMUSG00000024451","Arap3 (Mir6980)"
"1126","ENSMUSG00000024491.16","Rbm27","ENSMUSG00000092935.1","Gm22697","ENSMUSG00000024491","Rbm27 (Gm22697)"
"1127","ENSMUSG00000043424.10","Eif3j2","ENSMUSG00000093208.2","Gm27325","ENSMUSG00000043424","Eif3j2 (Gm27325)"
"1128","ENSMUSG00000042705.9","Commd10","ENSMUSG00000093158.1","Gm25036","ENSMUSG00000042705","Commd10 (Gm25036)"
"1129","ENSMUSG00000117350.1","AC124466.1","ENSMUSG00000093158.1","Gm25036","ENSMUSG00000117350","AC124466.1 (Gm25036)"
"1130","ENSMUSG00000058925.11","Ccdc192","ENSMUSG00000105951.1","Gm44491","ENSMUSG00000058925","Ccdc192 (Gm44491)"
"1131","ENSMUSG00000024610.15","Cd74","ENSMUSG00000093327.1","Mir5107","ENSMUSG00000024610","Cd74 (Mir5107)"
"1132","ENSMUSG00000024617.16","Camk2a","ENSMUSG00000098247.1","Mir7220","ENSMUSG00000024617","Camk2a (Mir7220)"
"1133","ENSMUSG00000024617.16","Camk2a","ENSMUSG00000098475.1","Mir6982","ENSMUSG00000024617","Camk2a (Mir6982)"
"1134","ENSMUSG00000024621.16","Csf1r","ENSMUSG00000098389.1","Mir6983","ENSMUSG00000024621","Csf1r (Mir6983)"
"1135","ENSMUSG00000033871.14","Ppargc1b","ENSMUSG00000105200.1","Mir378a","ENSMUSG00000033871","Ppargc1b (Mir378a)"
"1136","ENSMUSG00000118017.1","AC157910.3","ENSMUSG00000065402.1","Mir122","ENSMUSG00000118017","AC157910.3 (Mir122)"
"1137","ENSMUSG00000046318.16","Ccbe1","ENSMUSG00000076147.1","Mir694","ENSMUSG00000046318","Ccbe1 (Mir694)"
"1138","ENSMUSG00000038121.6","Fam210a","ENSMUSG00000098253.1","Mir7219","ENSMUSG00000038121","Fam210a (Mir7219)"
"1139","ENSMUSG00000117754.1","AC155261.1","ENSMUSG00000076229.1","Gm25594","ENSMUSG00000117754","AC155261.1 (Gm25594)"
"1140","ENSMUSG00000024566.10","Atp9b","ENSMUSG00000092973.1","Gm25071","ENSMUSG00000024566","Atp9b (Gm25071)"
"1141","ENSMUSG00000117888.1","AC113104.3","ENSMUSG00000092638.1","Mir5112","ENSMUSG00000117888","AC113104.3 (Mir5112)"
"1142","ENSMUSG00000023066.10","Rttn","ENSMUSG00000098676.1","Mir6359","ENSMUSG00000023066","Rttn (Mir6359)"
"1143","ENSMUSG00000024829.12","Mrpl21","ENSMUSG00000099261.1","Mir6984","ENSMUSG00000024829","Mrpl21 (Mir6984)"
"1144","ENSMUSG00000034616.17","Ssh3","ENSMUSG00000099290.1","Mir6985","ENSMUSG00000034616","Ssh3 (Mir6985)"
"1145","ENSMUSG00000024889.5","Rce1","ENSMUSG00000098346.1","Mir6986","ENSMUSG00000024889","Rce1 (Mir6986)"
"1146","ENSMUSG00000024855.10","Pacs1","ENSMUSG00000098803.1","Gm27468","ENSMUSG00000024855","Pacs1 (Gm27468)"
"1147","ENSMUSG00000054874.12","Pcnx3","ENSMUSG00000098568.1","Mir6987","ENSMUSG00000054874","Pcnx3 (Mir6987)"
"1148","ENSMUSG00000024807.18","Syvn1","ENSMUSG00000098928.1","Mir6988","ENSMUSG00000024807","Syvn1 (Mir6988)"
"1149","ENSMUSG00000024948.15","Map4k2","ENSMUSG00000099230.1","Mir6989","ENSMUSG00000024948","Map4k2 (Mir6989)"
"1150","ENSMUSG00000024952.13","Rps6ka4","ENSMUSG00000104884.1","Mir5046","ENSMUSG00000024952","Rps6ka4 (Mir5046)"
"1151","ENSMUSG00000024955.14","Esrra","ENSMUSG00000098413.1","Mir6990","ENSMUSG00000024955","Esrra (Mir6990)"
"1152","ENSMUSG00000053080.10","2700081O15Rik","ENSMUSG00000098293.1","Mir6991","ENSMUSG00000053080","2700081O15Rik (Mir6991)"
"1153","ENSMUSG00000067656.13","Slc22a27","ENSMUSG00000076136.1","Gm24951","ENSMUSG00000067656","Slc22a27 (Gm24951)"
"1154","ENSMUSG00000010110.17","Stx5a","ENSMUSG00000098844.1","Mir6992","ENSMUSG00000010110","Stx5a (Mir6992)"
"1155","ENSMUSG00000010663.5","Fads1","ENSMUSG00000098363.1","Mir6993","ENSMUSG00000010663","Fads1 (Mir6993)"
"1156","ENSMUSG00000046139.8","Patl1","ENSMUSG00000104979.1","Mir6994","ENSMUSG00000046139","Patl1 (Mir6994)"
"1157","ENSMUSG00000052387.16","Trpm3","ENSMUSG00000065507.3","Mir204","ENSMUSG00000052387","Trpm3 (Mir204)"
"1158","ENSMUSG00000033863.2","Klf9","ENSMUSG00000080626.1","Mir1192","ENSMUSG00000033863","Klf9 (Mir1192)"
"1159","ENSMUSG00000024878.9","Cbwd1","ENSMUSG00000104890.1","Mir3084-1","ENSMUSG00000024878","Cbwd1 (Mir3084-1)"
"1160","ENSMUSG00000024785.7","Rcl1","ENSMUSG00000065556.1","Mir101b","ENSMUSG00000024785","Rcl1 (Mir101b)"
"1161","ENSMUSG00000024766.15","Lipo3","ENSMUSG00000098770.1","Gm27440","ENSMUSG00000024766","Lipo3 (Gm27440)"
"1162","ENSMUSG00000024770.14","Lipn","ENSMUSG00000080678.1","Gm23334","ENSMUSG00000024770","Lipn (Gm23334)"
"1163","ENSMUSG00000033610.16","Pank1","ENSMUSG00000065594.1","Mir107","ENSMUSG00000033610","Pank1 (Mir107)"
"1164","ENSMUSG00000024795.11","Kif20b","ENSMUSG00000089151.1","Mir1950","ENSMUSG00000024795","Kif20b (Mir1950)"
"1165","ENSMUSG00000025203.6","Scd2","ENSMUSG00000093315.1","Mir5114","ENSMUSG00000025203","Scd2 (Mir5114)"
"1166","ENSMUSG00000004231.15","Pax2","ENSMUSG00000098952.1","Mir6405","ENSMUSG00000004231","Pax2 (Mir6405)"
"1167","ENSMUSG00000025227.14","Mfsd13a","ENSMUSG00000070127.2","Mir146b","ENSMUSG00000025227","Mfsd13a (Mir146b)"
"1168","ENSMUSG00000053617.12","Sh3pxd2a","ENSMUSG00000098786.1","Mir6995","ENSMUSG00000053617","Sh3pxd2a (Mir6995)"
"1169","ENSMUSG00000044948.17","Cfap43","ENSMUSG00000099069.1","Mir8090","ENSMUSG00000044948","Cfap43 (Mir8090)"
"1170","ENSMUSG00000044948.17","Cfap43","ENSMUSG00000092966.1","Gm22240","ENSMUSG00000044948","Cfap43 (Gm22240)"
"1171","ENSMUSG00000117975.1","Itprip","ENSMUSG00000092966.1","Gm22240","ENSMUSG00000117975","Itprip (Gm22240)"
"1172","ENSMUSG00000118059.1","AC116451.2","ENSMUSG00000098507.1","Gm27935","ENSMUSG00000118059","AC116451.2 (Gm27935)"
"1173","ENSMUSG00000025027.18","Xpnpep1","ENSMUSG00000098730.1","Mir6407","ENSMUSG00000025027","Xpnpep1 (Mir6407)"
"1174","ENSMUSG00000024979.13","Tectb","ENSMUSG00000098289.1","Mir6715","ENSMUSG00000024979","Tectb (Mir6715)"
"1175","ENSMUSG00000054843.9","Atrnl1","ENSMUSG00000093757.1","Mir5623","ENSMUSG00000054843","Atrnl1 (Mir5623)"
"1176","ENSMUSG00000025092.7","Hspa12a","ENSMUSG00000092813.1","Mir3086","ENSMUSG00000025092","Hspa12a (Mir3086)"
"1177","ENSMUSG00000024991.8","Eif3a","ENSMUSG00000105118.1","mmu-mir-3084-1","ENSMUSG00000024991","Eif3a (mmu-mir-3084-1)"
"1178","ENSMUSG00000082109.1","Rpl19-ps12","ENSMUSG00000099018.1","Gm27360","ENSMUSG00000082109","Rpl19-ps12 (Gm27360)"
